day,Aleppo,Damascus,Damascus Suburbs,Daraa,Deir Ezzor,Hama,Hasakeh,Homs,Idlib,Lattakia,Quneitra,Raqqa,Sweida,Tartous
2013-01-18,40.0,11.0,58.0,18.0,0.0,2.0,5.0,2.0,13.0,2.0,1.0,0.0,1.0,0.0
2013-01-19,13.0,7.0,11.0,7.0,4.0,7.0,2.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0
2013-01-20,12.0,4.0,30.0,4.0,4.0,2.0,0.0,39.0,15.0,1.0,0.0,7.0,0.0,2.0
2013-01-21,13.0,3.0,23.0,3.0,2.0,48.0,3.0,18.0,10.0,3.0,1.0,3.0,1.0,1.0
2013-01-22,11.0,0.0,24.0,23.0,8.0,7.0,0.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0
2013-01-23,35.0,2.0,13.0,12.0,4.0,14.0,1.0,11.0,4.0,0.0,0.0,1.0,0.0,1.0
2013-01-24,15.0,8.0,17.0,6.0,1.0,5.0,2.0,13.0,16.0,10.0,0.0,1.0,0.0,13.0
2013-01-25,11.0,6.0,26.0,16.0,4.0,15.0,0.0,22.0,16.0,8.0,0.0,2.0,3.0,16.0
2013-01-26,38.0,7.0,24.0,4.0,1.0,7.0,0.0,15.0,11.0,3.0,0.0,0.0,0.0,2.0
2013-01-27,15.0,12.0,11.0,7.0,1.0,9.0,1.0,18.0,15.0,9.0,0.0,0.0,0.0,2.0
2013-01-28,19.0,7.0,18.0,5.0,5.0,21.0,0.0,11.0,20.0,12.0,1.0,1.0,0.0,4.0
2013-01-29,57.0,15.0,16.0,17.0,6.0,10.0,2.0,21.0,6.0,4.0,0.0,0.0,2.0,6.0
2013-01-30,25.0,12.0,21.0,6.0,5.0,10.0,5.0,16.0,17.0,7.0,2.0,0.0,0.0,12.0
2013-01-31,19.0,12.0,39.0,5.0,2.0,1.0,0.0,8.0,12.0,3.0,0.0,0.0,0.0,5.0
2013-02-01,34.0,8.0,25.0,2.0,3.0,7.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,12.0
2013-02-02,17.0,11.0,40.0,5.0,1.0,7.0,0.0,6.0,9.0,4.0,0.0,2.0,0.0,2.0
2013-02-03,33.0,4.0,31.0,6.0,5.0,9.0,1.0,14.0,11.0,1.0,0.0,6.0,0.0,2.0
2013-02-04,36.0,8.0,23.0,8.0,4.0,5.0,0.0,9.0,4.0,6.0,0.0,2.0,1.0,7.0
2013-02-05,17.0,4.0,30.0,9.0,8.0,3.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,3.0
2013-02-06,61.0,24.0,21.0,8.0,3.0,65.0,0.0,18.0,2.0,0.0,0.0,1.0,1.0,2.0
2013-02-07,12.0,16.0,27.0,6.0,3.0,13.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,15.0
2013-02-08,26.0,17.0,12.0,13.0,2.0,6.0,0.0,12.0,7.0,4.0,0.0,0.0,1.0,3.0
2013-02-09,52.0,17.0,18.0,9.0,10.0,5.0,0.0,12.0,5.0,5.0,0.0,0.0,2.0,2.0
2013-02-10,30.0,11.0,20.0,6.0,11.0,2.0,0.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0
2013-02-11,30.0,11.0,11.0,5.0,8.0,2.0,0.0,13.0,5.0,10.0,0.0,0.0,0.0,4.0
2013-02-12,30.0,7.0,18.0,14.0,10.0,3.0,0.0,13.0,2.0,6.0,0.0,0.0,0.0,5.0
2013-02-13,39.0,26.0,8.0,11.0,10.0,7.0,6.0,9.0,29.0,2.0,0.0,1.0,0.0,2.0
2013-02-14,16.0,6.0,18.0,16.0,14.0,8.0,2.0,7.0,8.0,6.0,0.0,1.0,0.0,8.0
2013-02-15,6.0,9.0,8.0,2.0,6.0,1.0,0.0,3.0,14.0,5.0,0.0,9.0,2.0,2.0
2013-02-16,14.0,10.0,18.0,5.0,4.0,8.0,0.0,18.0,7.0,1.0,2.0,3.0,0.0,2.0
2013-02-17,20.0,11.0,16.0,4.0,8.0,15.0,1.0,5.0,5.0,5.0,0.0,0.0,2.0,5.0
2013-02-18,46.0,6.0,15.0,9.0,5.0,2.0,0.0,6.0,7.0,1.0,0.0,2.0,0.0,3.0
2013-02-19,15.0,17.0,34.0,3.0,1.0,11.0,0.0,14.0,4.0,1.0,2.0,0.0,1.0,7.0
2013-02-20,14.0,11.0,65.0,14.0,3.0,1.0,1.0,5.0,11.0,5.0,0.0,1.0,1.0,4.0
2013-02-21,28.0,45.0,41.0,30.0,4.0,11.0,1.0,10.0,12.0,3.0,3.0,0.0,0.0,0.0
2013-02-22,82.0,7.0,24.0,14.0,7.0,2.0,7.0,9.0,2.0,1.0,0.0,4.0,0.0,2.0
2013-02-23,14.0,15.0,18.0,3.0,2.0,5.0,1.0,4.0,7.0,6.0,0.0,8.0,0.0,3.0
2013-02-24,16.0,11.0,18.0,3.0,2.0,13.0,0.0,16.0,16.0,0.0,0.0,0.0,2.0,5.0
2013-02-25,12.0,12.0,22.0,4.0,7.0,2.0,1.0,9.0,12.0,7.0,0.0,12.0,1.0,5.0
2013-02-26,19.0,11.0,29.0,5.0,2.0,10.0,0.0,8.0,7.0,2.0,0.0,2.0,1.0,6.0
2013-02-27,77.0,12.0,32.0,5.0,4.0,5.0,0.0,7.0,2.0,3.0,1.0,0.0,1.0,8.0
2013-02-28,24.0,13.0,27.0,3.0,4.0,9.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0
2013-03-01,44.0,10.0,25.0,8.0,4.0,5.0,0.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0
2013-03-02,17.0,14.0,10.0,5.0,3.0,5.0,1.0,14.0,4.0,5.0,1.0,7.0,0.0,5.0
2013-03-03,19.0,13.0,19.0,21.0,9.0,11.0,2.0,19.0,9.0,4.0,0.0,1.0,0.0,12.0
2013-03-04,15.0,11.0,20.0,18.0,3.0,7.0,0.0,19.0,8.0,6.0,0.0,5.0,1.0,4.0
2013-03-05,15.0,6.0,17.0,7.0,3.0,3.0,0.0,10.0,10.0,7.0,1.0,21.0,3.0,4.0
2013-03-06,8.0,6.0,16.0,7.0,8.0,3.0,3.0,30.0,22.0,4.0,0.0,11.0,0.0,4.0
2013-03-07,6.0,8.0,13.0,9.0,4.0,6.0,0.0,13.0,22.0,1.0,0.0,0.0,0.0,3.0
2013-03-08,14.0,7.0,18.0,4.0,2.0,5.0,2.0,11.0,9.0,2.0,1.0,0.0,0.0,2.0
2013-03-09,16.0,18.0,24.0,6.0,3.0,6.0,0.0,10.0,14.0,2.0,0.0,8.0,1.0,8.0
2013-03-10,31.0,8.0,35.0,9.0,2.0,12.0,1.0,12.0,10.0,1.0,0.0,0.0,3.0,3.0
2013-03-11,14.0,8.0,16.0,12.0,12.0,2.0,0.0,17.0,8.0,3.0,0.0,0.0,2.0,1.0
2013-03-12,14.0,17.0,8.0,7.0,3.0,6.0,1.0,13.0,2.0,3.0,0.0,0.0,1.0,5.0
2013-03-13,23.0,9.0,20.0,8.0,2.0,11.0,0.0,19.0,7.0,1.0,0.0,1.0,1.0,3.0
2013-03-14,11.0,9.0,28.0,20.0,3.0,3.0,27.0,14.0,6.0,4.0,0.0,4.0,0.0,7.0
2013-03-15,21.0,17.0,42.0,10.0,4.0,14.0,0.0,24.0,11.0,4.0,0.0,0.0,0.0,7.0
2013-03-16,26.0,7.0,25.0,13.0,5.0,5.0,2.0,8.0,15.0,2.0,0.0,16.0,2.0,3.0
2013-03-17,15.0,10.0,22.0,9.0,6.0,4.0,0.0,7.0,2.0,2.0,1.0,4.0,0.0,2.0
2013-03-18,42.0,15.0,34.0,6.0,5.0,4.0,2.0,24.0,6.0,3.0,1.0,0.0,4.0,5.0
2013-03-19,37.0,12.0,31.0,5.0,10.0,7.0,0.0,3.0,6.0,2.0,0.0,2.0,2.0,0.0
2013-03-20,28.0,16.0,34.0,3.0,3.0,14.0,0.0,10.0,6.0,0.0,17.0,1.0,1.0,1.0
2013-03-21,15.0,40.0,29.0,10.0,0.0,18.0,1.0,31.0,9.0,4.0,1.0,2.0,1.0,1.0
2013-03-22,10.0,8.0,15.0,10.0,4.0,1.0,1.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0
2013-03-23,10.0,2.0,19.0,10.0,1.0,3.0,0.0,15.0,5.0,2.0,0.0,1.0,2.0,9.0
2013-03-24,26.0,13.0,55.0,4.0,1.0,4.0,0.0,16.0,2.0,0.0,5.0,0.0,1.0,7.0
2013-03-25,10.0,9.0,25.0,6.0,2.0,22.0,0.0,22.0,8.0,1.0,0.0,1.0,1.0,5.0
2013-03-26,10.0,2.0,41.0,13.0,7.0,7.0,3.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0
2013-03-27,8.0,6.0,31.0,13.0,5.0,2.0,0.0,37.0,8.0,1.0,5.0,0.0,0.0,6.0
2013-03-28,12.0,14.0,27.0,30.0,6.0,4.0,2.0,10.0,10.0,2.0,1.0,0.0,0.0,3.0
2013-03-29,27.0,21.0,21.0,8.0,8.0,5.0,0.0,22.0,6.0,2.0,1.0,1.0,0.0,5.0
2013-03-30,13.0,11.0,20.0,4.0,8.0,2.0,0.0,12.0,15.0,4.0,0.0,1.0,0.0,0.0
2013-03-31,11.0,34.0,32.0,0.0,4.0,3.0,1.0,13.0,15.0,2.0,3.0,2.0,0.0,6.0
2013-04-01,10.0,11.0,30.0,0.0,3.0,3.0,0.0,23.0,16.0,4.0,0.0,0.0,1.0,0.0
2013-04-02,15.0,24.0,27.0,3.0,4.0,0.0,0.0,8.0,8.0,1.0,4.0,0.0,2.0,4.0
2013-04-03,52.0,12.0,19.0,16.0,4.0,2.0,0.0,12.0,6.0,2.0,0.0,0.0,0.0,2.0
2013-04-04,26.0,9.0,18.0,6.0,13.0,7.0,2.0,10.0,7.0,0.0,0.0,0.0,1.0,5.0
2013-04-05,10.0,17.0,22.0,6.0,2.0,4.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,7.0
2013-04-06,23.0,6.0,12.0,7.0,3.0,14.0,1.0,13.0,5.0,2.0,1.0,1.0,4.0,0.0
2013-04-07,19.0,6.0,22.0,7.0,10.0,12.0,0.0,18.0,4.0,1.0,1.0,1.0,0.0,1.0
2013-04-08,7.0,20.0,11.0,5.0,5.0,5.0,1.0,6.0,10.0,7.0,5.0,1.0,0.0,1.0
2013-04-09,18.0,6.0,18.0,9.0,3.0,7.0,1.0,29.0,3.0,4.0,0.0,1.0,0.0,6.0
2013-04-10,21.0,8.0,34.0,48.0,8.0,11.0,1.0,20.0,3.0,6.0,0.0,2.0,1.0,3.0
2013-04-11,24.0,7.0,14.0,4.0,3.0,8.0,1.0,29.0,12.0,6.0,0.0,0.0,0.0,8.0
2013-04-12,20.0,12.0,21.0,2.0,0.0,7.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,1.0
2013-04-13,10.0,5.0,8.0,10.0,0.0,5.0,0.0,14.0,23.0,6.0,0.0,2.0,1.0,1.0
2013-04-14,17.0,4.0,26.0,5.0,2.0,0.0,4.0,15.0,34.0,8.0,2.0,0.0,1.0,5.0
2013-04-15,7.0,5.0,29.0,5.0,2.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0
2013-04-16,20.0,9.0,6.0,11.0,7.0,10.0,0.0,4.0,11.0,3.0,0.0,6.0,0.0,6.0
2013-04-17,8.0,5.0,50.0,4.0,5.0,0.0,0.0,23.0,17.0,2.0,2.0,2.0,4.0,4.0
2013-04-18,20.0,9.0,24.0,2.0,3.0,6.0,0.0,11.0,2.0,2.0,0.0,3.0,0.0,5.0
2013-04-19,17.0,13.0,30.0,4.0,3.0,5.0,2.0,19.0,14.0,2.0,2.0,1.0,0.0,10.0
2013-04-20,11.0,4.0,18.0,3.0,9.0,2.0,0.0,8.0,3.0,1.0,1.0,0.0,1.0,3.0
2013-04-21,14.0,1.0,49.0,10.0,3.0,5.0,0.0,16.0,7.0,3.0,1.0,0.0,0.0,0.0
2013-04-22,18.0,12.0,51.0,3.0,1.0,2.0,0.0,7.0,12.0,3.0,2.0,0.0,0.0,1.0
2013-04-23,15.0,2.0,38.0,9.0,3.0,2.0,0.0,10.0,12.0,0.0,1.0,6.0,1.0,3.0
2013-04-24,21.0,9.0,17.0,5.0,5.0,16.0,0.0,15.0,14.0,1.0,0.0,6.0,1.0,5.0
2013-04-25,7.0,3.0,30.0,6.0,1.0,10.0,0.0,15.0,13.0,1.0,0.0,1.0,0.0,6.0
2013-04-26,7.0,9.0,16.0,13.0,6.0,14.0,1.0,19.0,8.0,2.0,2.0,0.0,0.0,5.0
2013-04-27,18.0,11.0,32.0,12.0,7.0,14.0,1.0,13.0,11.0,3.0,0.0,0.0,0.0,7.0
2013-04-28,20.0,6.0,14.0,7.0,7.0,14.0,0.0,15.0,14.0,9.0,2.0,0.0,4.0,7.0
2013-04-29,28.0,7.0,22.0,11.0,5.0,7.0,0.0,3.0,10.0,2.0,6.0,0.0,2.0,2.0
2013-04-30,13.0,15.0,19.0,5.0,8.0,34.0,0.0,12.0,11.0,1.0,2.0,0.0,0.0,6.0
2013-05-01,13.0,6.0,22.0,3.0,6.0,18.0,0.0,15.0,3.0,4.0,0.0,0.0,1.0,4.0
2013-05-02,23.0,4.0,12.0,9.0,6.0,12.0,0.0,22.0,6.0,5.0,0.0,9.0,1.0,53.0
2013-05-03,17.0,8.0,16.0,3.0,3.0,11.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,13.0
2013-05-04,19.0,8.0,6.0,8.0,0.0,2.0,1.0,34.0,4.0,0.0,0.0,10.0,0.0,66.0
2013-05-05,7.0,0.0,15.0,5.0,8.0,6.0,0.0,14.0,9.0,6.0,0.0,1.0,0.0,8.0
2013-05-06,20.0,5.0,21.0,9.0,2.0,17.0,0.0,10.0,4.0,5.0,0.0,1.0,0.0,11.0
2013-05-07,5.0,2.0,22.0,26.0,2.0,6.0,0.0,10.0,7.0,2.0,5.0,0.0,0.0,2.0
2013-05-08,8.0,2.0,13.0,10.0,0.0,8.0,0.0,4.0,8.0,2.0,0.0,2.0,0.0,6.0
2013-05-09,8.0,6.0,13.0,2.0,7.0,3.0,0.0,5.0,6.0,2.0,0.0,1.0,1.0,2.0
2013-05-10,17.0,3.0,15.0,5.0,1.0,25.0,1.0,17.0,3.0,1.0,2.0,0.0,2.0,2.0
2013-05-11,2.0,2.0,10.0,9.0,1.0,14.0,0.0,12.0,7.0,1.0,1.0,4.0,0.0,2.0
2013-05-12,8.0,4.0,17.0,3.0,3.0,4.0,10.0,11.0,6.0,3.0,1.0,1.0,0.0,0.0
2013-05-13,5.0,2.0,31.0,3.0,29.0,3.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0
2013-05-14,7.0,4.0,9.0,2.0,4.0,4.0,1.0,9.0,10.0,6.0,0.0,1.0,1.0,5.0
2013-05-15,21.0,4.0,13.0,2.0,5.0,7.0,0.0,23.0,7.0,1.0,0.0,6.0,5.0,2.0
2013-05-16,17.0,7.0,18.0,3.0,1.0,9.0,0.0,11.0,2.0,1.0,0.0,0.0,3.0,0.0
2013-05-17,13.0,2.0,19.0,7.0,8.0,15.0,1.0,15.0,15.0,0.0,2.0,1.0,0.0,0.0
2013-05-18,14.0,1.0,18.0,4.0,7.0,0.0,0.0,21.0,5.0,0.0,1.0,2.0,0.0,3.0
2013-05-19,10.0,5.0,18.0,5.0,5.0,9.0,0.0,43.0,3.0,3.0,0.0,1.0,1.0,3.0
2013-05-20,22.0,2.0,28.0,5.0,9.0,3.0,0.0,19.0,6.0,2.0,0.0,0.0,1.0,8.0
2013-05-21,13.0,2.0,23.0,3.0,3.0,0.0,0.0,22.0,9.0,1.0,1.0,2.0,0.0,3.0
2013-05-22,6.0,4.0,28.0,7.0,1.0,28.0,0.0,20.0,9.0,3.0,0.0,2.0,1.0,22.0
2013-05-23,17.0,2.0,17.0,8.0,2.0,6.0,0.0,14.0,5.0,2.0,2.0,0.0,0.0,2.0
2013-05-24,12.0,7.0,34.0,5.0,5.0,3.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,6.0
2013-05-25,15.0,4.0,18.0,2.0,2.0,6.0,2.0,37.0,2.0,4.0,1.0,1.0,4.0,10.0
2013-05-26,6.0,5.0,20.0,10.0,6.0,0.0,0.0,19.0,6.0,2.0,0.0,1.0,0.0,0.0
2013-05-27,18.0,8.0,29.0,1.0,3.0,3.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0
2013-05-28,11.0,5.0,22.0,9.0,8.0,9.0,0.0,16.0,4.0,2.0,0.0,2.0,1.0,3.0
2013-05-29,12.0,5.0,22.0,11.0,4.0,11.0,0.0,16.0,6.0,15.0,2.0,11.0,0.0,2.0
2013-05-30,19.0,4.0,32.0,5.0,1.0,5.0,0.0,18.0,10.0,4.0,0.0,0.0,0.0,1.0
2013-05-31,45.0,12.0,44.0,5.0,0.0,7.0,0.0,11.0,5.0,1.0,0.0,1.0,0.0,2.0
2013-06-01,11.0,3.0,20.0,4.0,1.0,3.0,0.0,37.0,11.0,1.0,0.0,0.0,1.0,5.0
2013-06-02,17.0,2.0,22.0,10.0,4.0,0.0,0.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0
2013-06-03,32.0,7.0,11.0,9.0,1.0,11.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0
2013-06-04,6.0,5.0,5.0,12.0,7.0,0.0,0.0,5.0,5.0,1.0,4.0,1.0,0.0,6.0
2013-06-05,7.0,3.0,13.0,3.0,13.0,1.0,0.0,13.0,3.0,3.0,1.0,5.0,1.0,1.0
2013-06-06,11.0,5.0,25.0,11.0,4.0,1.0,3.0,15.0,6.0,4.0,4.0,0.0,1.0,1.0
2013-06-07,13.0,4.0,21.0,11.0,0.0,10.0,0.0,10.0,1.0,4.0,3.0,1.0,0.0,7.0
2013-06-08,13.0,6.0,15.0,10.0,2.0,4.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,2.0
2013-06-09,8.0,16.0,20.0,6.0,3.0,8.0,1.0,32.0,8.0,1.0,0.0,6.0,0.0,2.0
2013-06-10,18.0,2.0,11.0,1.0,6.0,3.0,2.0,6.0,3.0,2.0,0.0,9.0,1.0,5.0
2013-06-11,22.0,2.0,30.0,7.0,8.0,6.0,2.0,4.0,17.0,6.0,1.0,0.0,1.0,9.0
2013-06-12,8.0,11.0,11.0,8.0,3.0,9.0,0.0,13.0,0.0,1.0,2.0,4.0,1.0,1.0
2013-06-13,9.0,5.0,14.0,3.0,9.0,2.0,0.0,9.0,7.0,5.0,0.0,5.0,0.0,1.0
2013-06-14,10.0,5.0,13.0,2.0,1.0,3.0,2.0,6.0,0.0,2.0,0.0,3.0,0.0,4.0
2013-06-15,8.0,5.0,7.0,2.0,1.0,8.0,1.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0
2013-06-16,13.0,6.0,15.0,3.0,4.0,3.0,0.0,3.0,6.0,3.0,0.0,2.0,0.0,5.0
2013-06-17,15.0,7.0,11.0,5.0,4.0,5.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,2.0
2013-06-18,12.0,4.0,12.0,2.0,3.0,3.0,0.0,5.0,23.0,1.0,0.0,0.0,0.0,0.0
2013-06-19,7.0,5.0,17.0,1.0,3.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0
2013-06-20,15.0,9.0,17.0,6.0,4.0,13.0,0.0,5.0,8.0,0.0,3.0,0.0,0.0,4.0
2013-06-21,18.0,9.0,13.0,3.0,8.0,6.0,16.0,2.0,8.0,4.0,0.0,0.0,0.0,2.0
2013-06-22,201.0,3.0,13.0,5.0,0.0,5.0,3.0,13.0,9.0,5.0,0.0,9.0,0.0,2.0
2013-06-23,18.0,7.0,20.0,5.0,5.0,12.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,1.0
2013-06-24,6.0,5.0,18.0,2.0,2.0,10.0,0.0,8.0,2.0,4.0,0.0,1.0,0.0,4.0
2013-06-25,13.0,3.0,20.0,2.0,3.0,3.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0
2013-06-26,12.0,4.0,21.0,4.0,3.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
2013-06-27,8.0,10.0,32.0,5.0,1.0,0.0,16.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0
2013-06-28,11.0,1.0,17.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0
2013-06-29,12.0,5.0,10.0,6.0,9.0,3.0,3.0,4.0,4.0,1.0,0.0,7.0,3.0,7.0
2013-06-30,22.0,1.0,7.0,5.0,2.0,6.0,0.0,7.0,13.0,6.0,1.0,3.0,0.0,8.0
2013-07-01,14.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,16.0,3.0,0.0,0.0,0.0,4.0
2013-07-02,14.0,8.0,23.0,5.0,3.0,2.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,1.0
2013-07-03,23.0,4.0,16.0,3.0,5.0,14.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,2.0
2013-07-04,9.0,4.0,21.0,6.0,3.0,4.0,0.0,6.0,4.0,8.0,2.0,0.0,0.0,3.0
2013-07-05,16.0,1.0,17.0,2.0,4.0,7.0,0.0,18.0,3.0,2.0,3.0,0.0,2.0,1.0
2013-07-06,7.0,5.0,11.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2013-07-07,6.0,5.0,25.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0
2013-07-08,12.0,6.0,10.0,4.0,3.0,6.0,0.0,7.0,4.0,1.0,0.0,2.0,0.0,7.0
2013-07-09,14.0,3.0,16.0,3.0,7.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0
2013-07-10,18.0,5.0,21.0,1.0,1.0,4.0,1.0,7.0,10.0,3.0,1.0,0.0,1.0,1.0
2013-07-11,7.0,7.0,13.0,6.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0
2013-07-12,7.0,23.0,7.0,4.0,2.0,4.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,5.0
2013-07-13,3.0,10.0,15.0,6.0,2.0,3.0,3.0,21.0,7.0,3.0,0.0,0.0,0.0,2.0
2013-07-14,9.0,14.0,14.0,1.0,3.0,5.0,0.0,1.0,27.0,0.0,0.0,3.0,0.0,1.0
2013-07-15,7.0,5.0,21.0,4.0,0.0,5.0,0.0,8.0,22.0,0.0,1.0,0.0,0.0,1.0
2013-07-16,10.0,3.0,13.0,12.0,5.0,6.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,5.0
2013-07-17,7.0,14.0,17.0,8.0,1.0,1.0,5.0,3.0,11.0,2.0,0.0,0.0,0.0,3.0
2013-07-18,16.0,5.0,17.0,36.0,2.0,2.0,5.0,7.0,6.0,2.0,1.0,4.0,0.0,1.0
2013-07-19,7.0,5.0,10.0,5.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,4.0
2013-07-20,17.0,4.0,11.0,4.0,2.0,6.0,8.0,7.0,7.0,1.0,0.0,1.0,0.0,4.0
2013-07-21,16.0,18.0,50.0,7.0,4.0,15.0,1.0,0.0,24.0,3.0,1.0,7.0,0.0,20.0
2013-07-22,11.0,7.0,14.0,13.0,0.0,12.0,1.0,14.0,7.0,1.0,0.0,0.0,0.0,3.0
2013-07-23,9.0,7.0,13.0,29.0,2.0,6.0,0.0,25.0,20.0,2.0,0.0,6.0,0.0,1.0
2013-07-24,24.0,13.0,12.0,12.0,1.0,10.0,4.0,7.0,9.0,2.0,0.0,0.0,2.0,1.0
2013-07-25,18.0,3.0,13.0,7.0,1.0,3.0,0.0,4.0,5.0,5.0,2.0,0.0,3.0,3.0
2013-07-26,52.0,9.0,20.0,9.0,6.0,3.0,2.0,10.0,13.0,13.0,0.0,3.0,4.0,10.0
2013-07-27,22.0,5.0,18.0,7.0,4.0,4.0,0.0,6.0,13.0,0.0,2.0,1.0,0.0,1.0
2013-07-28,13.0,6.0,17.0,9.0,3.0,2.0,0.0,14.0,9.0,3.0,14.0,6.0,0.0,1.0
2013-07-29,29.0,6.0,21.0,11.0,0.0,3.0,1.0,16.0,5.0,3.0,0.0,0.0,0.0,1.0
2013-07-30,17.0,4.0,27.0,3.0,2.0,8.0,1.0,15.0,21.0,0.0,3.0,7.0,0.0,6.0
2013-07-31,15.0,8.0,17.0,8.0,6.0,9.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0
2013-08-01,11.0,6.0,17.0,5.0,2.0,4.0,0.0,26.0,20.0,1.0,1.0,2.0,0.0,3.0
2013-08-02,5.0,9.0,17.0,9.0,5.0,2.0,0.0,14.0,13.0,1.0,1.0,2.0,0.0,2.0
2013-08-03,10.0,2.0,22.0,4.0,4.0,4.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,5.0
2013-08-04,6.0,10.0,33.0,8.0,5.0,3.0,1.0,3.0,19.0,14.0,0.0,4.0,2.0,2.0
2013-08-05,5.0,5.0,15.0,10.0,10.0,3.0,0.0,7.0,28.0,3.0,0.0,1.0,1.0,4.0
2013-08-06,26.0,9.0,31.0,3.0,12.0,1.0,0.0,12.0,6.0,10.0,6.0,0.0,4.0,3.0
2013-08-07,7.0,3.0,20.0,15.0,5.0,2.0,0.0,3.0,1.0,11.0,2.0,1.0,0.0,7.0
2013-08-08,8.0,4.0,5.0,16.0,2.0,3.0,0.0,14.0,16.0,9.0,0.0,0.0,0.0,6.0
2013-08-09,3.0,3.0,18.0,13.0,2.0,5.0,1.0,4.0,10.0,9.0,0.0,0.0,0.0,7.0
2013-08-10,22.0,9.0,6.0,5.0,24.0,3.0,1.0,5.0,26.0,5.0,0.0,8.0,0.0,10.0
2013-08-11,22.0,2.0,9.0,9.0,16.0,20.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0
2013-08-12,6.0,4.0,9.0,0.0,8.0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0
2013-08-13,11.0,8.0,11.0,8.0,9.0,3.0,0.0,6.0,10.0,1.0,1.0,1.0,0.0,2.0
2013-08-14,21.0,2.0,10.0,10.0,5.0,2.0,0.0,4.0,8.0,0.0,0.0,3.0,0.0,1.0
2013-08-15,9.0,1.0,23.0,6.0,2.0,3.0,0.0,4.0,11.0,0.0,1.0,1.0,0.0,2.0
2013-08-16,61.0,3.0,9.0,11.0,3.0,3.0,2.0,5.0,6.0,2.0,1.0,0.0,0.0,7.0
2013-08-17,5.0,2.0,12.0,7.0,4.0,4.0,1.0,11.0,10.0,1.0,3.0,6.0,0.0,4.0
2013-08-18,9.0,1.0,7.0,12.0,1.0,4.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,3.0
2013-08-19,5.0,5.0,17.0,6.0,2.0,3.0,2.0,2.0,19.0,1.0,1.0,0.0,0.0,1.0
2013-08-20,10.0,3.0,25.0,5.0,7.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0
2013-08-21,12.0,60.0,656.0,12.0,10.0,11.0,0.0,11.0,19.0,1.0,0.0,0.0,0.0,7.0
2013-08-22,28.0,6.0,31.0,5.0,4.0,9.0,1.0,16.0,22.0,0.0,0.0,0.0,0.0,2.0
2013-08-23,9.0,6.0,15.0,13.0,2.0,4.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,2.0
2013-08-24,22.0,17.0,17.0,3.0,6.0,3.0,1.0,3.0,19.0,2.0,0.0,0.0,0.0,6.0
2013-08-25,7.0,7.0,17.0,3.0,2.0,9.0,1.0,8.0,37.0,1.0,1.0,0.0,0.0,0.0
